Date;MGP-GAS
20220922;185.499
20220923;175.591
20220924;162.534
20220925;161.88
20220926;166.199
20220927;153.868
20220928;134.718
20220929;158.619
20220930;163.653
20221001;135.719
20221002;138.949
20221003;160.444
20221004;139.549
20221005;108.96
20221006;98.323
20221007;129.63
20221008;110.795
20221009;108.089
20221010;113.038
20221011;107.034
20221012;108.317
20221013;107.998
20221014;97.077
20221015;65.753
20221016;64.55
20221017;70.862
20221018;66.155
20221019;64.912
20221020;73.02
20221021;65.813
20221022;40.989
20221023;37.679
20221024;42.481
20221025;33.512
20221026;40.49
20221027;52.566
20221028;38.142
20221029;23.692
20221030;23.291
20221031;36.856
20221101;38.245
20221102;27.134
20221103;51.347
20221104;76.939
20221105;55.871
20221106;54.933
20221107;63.776
20221108;65.879
20221109;91.474
20221110;96.372
20221111;83.25
20221112;66.789
20221113;67.421
20221114;77.879
20221115;107.208
20221116;117.637
20221117;102.518
20221118;99.261
20221119;97.161
20221120;97.225
20221121;108.424
20221122;111.038
20221123;115.477
20221124;124.52
20221125;121.263
20221126;114.756
20221127;114.725
20221128;125.329
20221129;124.382
20221130;133.429
20221201;146.047
20221202;146.238
20221203;130.677
20221204;130.604
20221205;138.592
20221206;138.954
20221207;139.964
20221208;146.13
20221209;142.713
20221210;136.108
20221211;137.752
20221212;146.431
20221213;140.774
20221214;142.903
20221215;135.189
20221216;135.9
20221217;115.442
20221218;115.178
20221219;120.34
20221220;106.969
20221221;104.858
20221222;95.148
20221223;86.879
20221224;78.864
20221225;77.693
20221226;78.753
20221227;81.733
20221228;79.452
20221229;75.742
20221230;77.884
20221231;71.387
20230101;70.537
20230102;73.8
20230103;72.495
20230104;72.638
20230105;67.685
20230106;65.478
20230107;66.47
20230108;67.149
20230109;71.758
20230110;74.635
20230111;73.47
20230112;69.696
20230113;70.715
20230114;66.425
20230115;66.213
20230116;67.303
20230117;59.178
20230118;63.413
20230119;67.012
20230120;66.638
20230121;69.367
20230122;70.203
20230123;72.614
20230124;72.569
20230125;66.182
20230126;63.087
20230127;62.656
20230128;62.779
20230129;62.588
20230130;61.362
20230131;60.821
20230201;61.988
20230202;62.822
20230203;59.549
20230204;59.406
20230205;59.405
20230206;63.683
20230207;63.28
20230208;61.199
20230209;59.283
20230210;58.509
20230211;57.188
20230212;57.053
20230213;57.85
20230214;55.9
20230215;56.409
20230216;57.696
20230217;56.187
20230218;51.663
20230219;51.7
20230220;52.754
20230221;52.943
20230222;51.324
20230223;51.728
20230224;51.407
20230225;51.516
20230226;51.899
20230227;55.264
20230228;52.973
20230301;51.826
20230302;52.392
20230303;51.642
20230304;47.502
20230305;47.317
20230306;48.994
20230307;44.932
20230308;45.924
20230309;43.738
20230310;41.338
20230311;48.048
20230312;47.982
20230313;50.659
20230314;51.174
20230315;47.414
20230316;45.647
20230317;46.367
20230318;44.95
20230319;44.586
20230320;45.059
20230321;43.341
20230322;44.369
20230323;44.43
20230324;45.278
20230325;42.739
20230326;42.399
20230327;43.4
20230328;45.813
20230329;46.576
20230330;45.637
20230331;43.534
20230401;44.958
20230402;44.92
20230403;48.191
20230404;52.11
20230405;51.382
20230406;51.357
20230407;47.844
20230408;44.256
20230409;43.913
20230410;44.542
20230411;46.606
20230412;49.093
20230413;48.941
20230414;46.985
20230415;43.964
20230416;44.014
20230417;46.224
20230418;46.92
20230419;47.228
20230420;45.979
20230421;45.514
20230422;42.398
20230423;42.035
20230424;42.601
20230425;38.284
20230426;42.075
20230427;41.56
20230428;40.24
20230429;39.06
20230430;37.637
20230501;38.687
20230502;43.142
20230503;42.675
20230504;40.322
20230505;39.1
20230506;35.547
20230507;35.925
20230508;40.62
20230509;41.536
20230510;40.664
20230511;39.053
20230512;38.158
20230513;33.472
20230514;33.054
20230515;36.274
20230516;35.397
20230517;34.825
20230518;36.177
20230519;33.362
20230520;30.447
20230521;30.349
20230522;34.09
20230523;32.564
20230524;32.275
20230525;31.235
20230526;27.557
20230527;23.858
20230528;23.653
20230529;27.186
20230530;29.898
20230531;28.452
20230601;26.91
20230602;23.725
20230603;23.14
20230604;23.161
20230605;24.189
20230606;28.957
20230607;28.075
20230608;27.907
20230609;28.698
20230610;29.471
20230611;30.211
20230612;32.412
20230613;31.427
20230614;32.993
20230615;38.345
20230616;42.656
20230617;34.308
20230618;34.222
20230619;35.943
20230620;36.693
20230621;42.062
20230622;41.891
20230623;36.684
20230624;32.464
20230625;32.859
20230626;34.496
20230627;36.28
20230628;36.417
20230629;37.776
20230630;36.133
20230701;36.448
20230702;36.253
20230703;38.484
20230704;37.225
20230705;36.71
20230706;37.109
20230707;34.931
20230708;32.536
20230709;32.432
20230710;36.089
20230711;34.948
20230712;33.215
20230713;31.195
20230714;28.732
20230715;26.342
20230716;26.297
20230717;29.234
20230718;28.924
20230719;29.487
20230720;29.991
20230721;30.684
20230722;29.723
20230723;29.41
20230724;32.282
20230725;33.232
20230726;33.82
20230727;31.736
20230728;29.358
20230729;25.951
20230730;25.899
20230731;26.703
20230801;28.84
20230802;30.16
20230803;30.512
20230804;32.605
20230805;28.679
20230806;28.599
20230807;28.826
20230808;28.892
20230809;28.738
20230810;36.243
20230811;34.458
20230812;29.313
20230813;29.021
20230814;29.352
20230815;28.357
20230816;33.678
20230817;34.522
20230818;33.733
20230819;29.564
20230820;31.102
20230821;36.304
20230822;39.403
20230823;43.683
20230824;41.013
20230825;34.315
20230826;37.932
20230827;35.889
20230828;39.385
20230829;41.163
20230830;40.155
20230831;36.945
20230901;33.258
20230902;30.432
20230903;30.221
20230904;32.386
20230905;32.154
20230906;34.115
20230907;34.737
20230908;34.508
20230909;33.863
20230910;33.752
20230911;37.246
20230912;40.68
20230913;39.694
20230914;39.529
20230915;38.452
20230916;36.042
20230917;35.703
20230918;37.895
20230919;36.977
20230920;37.5
20230921;39.054
20230922;39.137
20230923;38.462
20230924;38.168
20230925;40.137
20230926;42.995
20230927;40.556
20230928;38.949
20230929;40.297
20230930;32.873
20231001;33.519
20231002;38.308
20231003;36.011
20231004;32.742
20231005;34.517
20231006;31.301
20231007;27.938
20231008;28.085
20231009;33.393
20231010;41.507
20231011;45.889
20231012;47.874
20231013;48.734
20231014;50.586
20231015;50.266
20231016;53.553
20231017;49.314
20231018;46.353
20231019;47.097
20231020;44.293
20231021;45.138
20231022;45.076
20231023;47.926
20231024;48.138
20231025;48.387
20231026;48.499
20231027;47.704
20231028;45.358
20231029;45.464
20231030;47.704
20231031;46.722
20231101;38.543
20231102;36.347
20231103;38.596
20231104;37.953
20231105;37.847
20231106;41.913
20231107;42.152
20231108;43.794
20231109;43.713
20231110;42.552
20231111;39.289
20231112;39.372
20231113;42.971
20231114;43.043
20231115;43.858
20231116;44.898
20231117;43.488
20231118;41.967
20231119;41.943
20231120;43.044
20231121;44.034
20231122;44.237
20231123;44.191
20231124;44.577
20231125;44.762
20231126;44.823
20231127;47.565
20231128;44.957
20231129;43.856
20231130;42.702
20231201;41.641
20231202;41.704
20231203;41.696
20231204;44.647
20231205;43.261
20231206;40.911
20231207;39.939
20231208;37.502
20231209;37.507
20231210;37.812
20231211;39.293
20231212;37.606
20231213;36.453
20231214;36.77
20231215;35.009
20231216;31.333
20231217;31.624
20231218;33.434
20231219;36.361
20231220;34.93
20231221;35.019
20231222;33.487
20231223;32.355
20231224;32.067
20231225;32.076
20231226;32.106
20231227;33.181
20231228;34.493
20231229;31.84
20231230;31.527
20231231;31.369
20240101;31.181
20240102;31.459
20240103;30.101
20240104;31.672
20240105;32.691
20240106;33.731
20240107;33.66
20240108;35.098
20240109;32.931
20240110;33.143
20240111;33.495
20240112;32.442
20240113;32.138
20240114;31.994
20240115;32.746
20240116;31.617
20240117;31.434
20240118;28.611
20240119;29.019
20240120;29.309
20240121;29.473
20240122;30.183
20240123;29.39
20240124;29.337
20240125;29.425
20240126;28.795
20240127;28.126
20240128;28.094
20240129;29.855
20240130;30.305
20240131;30.139
20240201;31.309
20240202;30.748
20240203;30.165
20240204;30.143
20240205;31.075
20240206;29.826
20240207;30.185
20240208;29.201
20240209;28.433
20240210;28.383
20240211;28.379
20240212;28.577
20240213;27.529
20240214;27.028
20240215;26.537
20240216;26.673
20240217;25.998
20240218;25.952
20240219;26.094
20240220;25.672
20240221;25.945
20240222;25.91
20240223;25.548
20240224;25.03
20240225;25.151
20240226;25.541
20240227;26.316
20240228;26.791
20240229;28.046
20240301;27.434
20240302;27.228
20240303;27.347
20240304;27.844
20240305;28.953
20240306;30.265
20240307;29.609
20240308;28.788
20240309;28.565
20240310;28.653
20240311;28.971
20240312;28.032
20240313;27.404
20240314;27.8
20240315;28.284
20240316;28.9
20240317;28.892
20240318;29.327
20240319;30.789
20240320;30.727
20240321;29.544
20240322;27.729
20240323;28.066
20240324;28.02
20240325;28.738
20240326;30.444
20240327;29.682
20240328;29.966
20240329;30.362
20240330;29.343
20240331;29.596
20240401;30.492
20240402;31.389
20240403;28.687
20240404;27.891
20240405;28.014
20240406;27.281
20240407;27.121
20240408;27.445
20240409;27.771
20240410;28.613
20240411;28.406
20240412;30
20240413;28.987
20240414;28.862
20240415;31.065
20240416;32.2
20240417;34.927
20240418;34.875
20240419;34.446
20240420;33.223
20240421;33.222
20240422;34.191
20240423;33.868
20240424;33.373
20240425;31.879
20240426;33.092
20240427;31.337
20240428;31.038
20240429;31.225
20240430;29.657
20240501;29.795
20240502;30.038
20240503;31.495
20240504;31.48
20240505;31.304
20240506;32.014
20240507;33.617
20240508;33.054
20240509;31.51
20240510;31.474
20240511;30.345
20240512;30.275
20240513;30.821
20240514;30.835
20240515;31.452
20240516;31.892
20240517;31.698
20240518;31.598
20240519;31.591
20240520;32.757
20240521;34.555
20240522;34.557
20240523;35.795
20240524;37.443
20240525;35.431
20240526;34.771
20240527;36.446
20240528;37.735
20240529;36.696
20240530;36.385
20240531;36.504
20240601;35.633
20240602;35.487
20240603;36.652
20240604;38.837
20240605;36.951
20240606;35.775
20240607;35.121
20240608;33.803
20240609;33.663
20240610;35.072
20240611;35.867
20240612;36.601
20240613;36.955
20240614;37.826
20240615;36.054
20240616;35.898
20240617;37.168
20240618;36.874
20240619;36.899
20240620;37.556
20240621;37.455
20240622;35.161
20240623;35.118
20240624;37.194
20240625;36.783
20240626;37.319
20240627;37.262
20240628;36.899
20240629;35.359
20240630;35.241
20240701;36.564
20240702;36.304
20240703;35.5
20240704;34.773
20240705;35.057
20240706;34.064
20240707;33.845
20240708;35.788
20240709;35.244
20240710;34.324
20240711;34.2
20240712;34.317
20240713;33.957
20240714;34.043
20240715;35.184
20240716;34.74
20240717;36.16
20240718;35.909
20240719;35.665
20240720;35.167
20240721;34.639
20240722;35.291
20240723;35.053
20240724;34.87
20240725;35.672
20240726;34.938
20240727;35.025
20240728;34.955
20240729;35.771
20240730;36.763
20240731;37.181
20240801;38.668
20240802;39.521
20240803;38.632
20240804;38.747
20240805;39.246
20240806;38.389
20240807;39.567
20240808;40.778
20240809;42.227
20240810;42.234
20240811;42.28
20240812;42.241
20240813;42.725
20240814;41.15
20240815;40.543
20240816;40.932
20240817;40.31
20240818;40.228
20240819;41.238
20240820;41.442
20240821;40.746
20240822;39.51
20240823;38.594
20240824;38.003
20240825;38.023
20240826;39.657
20240827;40.631
20240828;42.01
20240829;42.608
20240830;42.282
20240831;41.936
20240901;41.523
20240902;42.807
20240903;43.004
20240904;42.089
20240905;40.827
20240906;39.874
20240907;39.83
20240908;39.693
20240909;40.317
20240910;40.185
20240911;38.964
20240912;38.149
20240913;37.213
20240914;36.254
20240915;36.213
20240916;37.623
20240917;36.911
20240918;38.264
20240919;37.863
20240920;37.296
20240921;35.379
20240922;35.359
20240923;36.966
20240924;38.208
20240925;38.218
20240926;38.807
20240927;38.858
20240928;38.425
20240929;38.359
20240930;39.756
20241001;41.126
20241002;40.768
20241003;41.031
20241004;40.66
20241005;40.454
20241006;40.378
20241007;41.705
20241008;41.084
20241009;39.458
20241010;38.065
20241011;38.733
20241012;37.504
20241013;37.316
20241014;40.045
20241015;40.415
20241016;40.523
20241017;41.223
20241018;40.963
20241019;38.891
20241020;38.905
20241021;40.703
20241022;41.351
20241023;41.706
20241024;42.212
20241025;42.937
20241026;42.43
20241027;42.443
20241028;44.106
20241029;43.351
20241030;43.862
20241031;42.135
20241101;39.056
20241102;38.248
20241103;38.179
20241104;38.703
20241105;40.077
20241106;41.32
20241107;40.503
20241108;41.243
20241109;41.952
20241110;42.017
20241111;42.836
20241112;45.035
20241113;46.157
20241114;46.222
20241115;47.668
20241116;46.839
20241117;46.737
20241118;47.633
20241119;48.161
20241120;47.642
20241121;48.119
20241122;50.015
20241123;49.093
20241124;49.001
20241125;49.448
20241126;50.23
20241127;49.601
20241128;48.586
20241129;48.082
20241130;47.595
20241201;47.524
20241202;49.175
20241203;51.262
20241204;51.859
20241205;51.098
20241206;50.523
20241207;48.556
20241208;48.492
20241209;50.368
20241210;50.628
20241211;50.449
20241212;50.074
20241213;48.076
20241214;44.273
20241215;44.079
20241216;45.457
20241217;43.314
20241218;44.321
20241219;43.741
20241220;43.72
20241221;44.37
20241222;44.356
20241223;45.373
20241224;46.364
20241225;47.17
20241226;46.809
20241227;47.424
20241228;48.683
20241229;48.617
20241230;49.304
20241231;49.758
20250101;49.073
20250102;49.787
20250103;50.592
20250104;50.335
20250105;50.241
20250106;50.089
20250107;49.028
20250108;48.313
20250109;47.891
20250110;45.983
20250111;45.926
20250112;45.987
20250113;48.407
20250114;52.123
20250115;52.268
20250116;51.868
20250117;49.73
20250118;48.74
20250119;48.734
20250120;50.565
20250121;51.713
20250122;52.489
20250123;51.316
20250124;50.469
20250125;49.625
20250126;49.521
20250127;49.878
20250128;48.62
20250129;49.224
20250130;51.171
20250131;52.636
20250201;52.865
20250202;52.861
20250203;54.596
20250204;54.688
20250205;53.099
20250206;54.272
20250207;56.433
20250208;55.679
20250209;55.516
20250210;57.326
20250211;60.597
20250212;61.183
20250213;59.131
20250214;54.774
20250215;51.412
20250216;51.207
20250217;54.577
20250218;55.019
20250219;53.799
20250220;53.903
20250221;51.974
20250222;47.945
20250223;47.781
20250224;49.465
20250225;49.334
20250226;47.996
20250227;44.253
20250228;45.825
20250301;45.745
20250302;45.466
20250303;47.049
20250304;47.659
20250305;44.803
20250306;43.012
20250307;39.833
20250308;39.469
20250309;39.532
20250310;40.024
20250311;41.95
20250312;42.907
20250313;42.762
20250314;42.529
20250315;42.263
20250316;42.277
20250317;43.092
20250318;42.471
20250319;42.355
20250320;44.256
20250321;44.057
20250322;43.504
20250323;43.486
20250324;43.839
20250325;43.318
20250326;42.961
20250327;41.764
20250328;41.604
20250329;41.025
20250330;40.914
20250331;41.34
20250401;42.474
20250402;43.089
20250403;42.849
20250404;40.628
20250405;36.968
20250406;36.348
20250407;39.623
20250408;39.936
20250409;40.4
20250410;38.738
20250411;37.907
20250412;36.145
20250413;36.216
20250414;37.509
20250415;39.419
20250416;39.724
20250417;39.455
20250418;39.552
20250419;37.362
20250420;37.081
20250421;36.704
20250422;38.085
20250423;36.969
20250424;35.931
20250425;33.767
20250426;33.747
20250427;33.681
20250428;34.618
20250429;34.009
20250430;33.144
20250501;32.832
20250502;33.265
20250503;33.099
20250504;33.082
20250505;35.698
20250506;36.466
20250507;38.101
20250508;38.252
20250509;38.543
20250510;37.498
20250511;37.396
20250512;38.634
20250513;39.312
20250514;39.161
20250515;38.38
20250516;37.532
20250517;37.55
20250518;37.485
20250519;38.707
20250520;38.762
20250521;40.239
20250522;40.763
20250523;39.497
20250524;38.733
20250525;38.407
20250526;39.759
20250527;40.215
20250528;40.192
20250529;39.388
20250530;38.253
20250531;36.297
20250601;35.9
20250602;35.202
20250603;37.247
20250604;38.256
20250605;39.066
20250606;39.065
20250607;37.572
20250608;37.443
20250609;38.96
20250610;38.747
20250611;38.248
20250612;38.708
20250613;39.44
20250614;39.444
20250615;39.437
20250616;41.021
20250617;42.287
20250618;42.274
20250619;42.83
20250620;43.672
20250621;42.345
20250622;42.301
20250623;43.998
20250624;44.093
20250625;39.556
20250626;39.298
20250627;37.657
20250628;35.62
20250629;35.435
20250630;37.18
20250701;37.095
20250702;37.616
20250703;38.5
20250704;37.829
20250705;36.545
20250706;36.255
20250707;36.897
20250708;36.309
20250709;36.594
20250710;36.645
20250711;36.849
20250712;35.511
20250713;35.563
20250714;38.717
20250715;39.196
20250716;38.005
20250717;37.827
20250718;37.919
20250719;36.789
20250720;36.585
20250721;38.005
20250722;37.663
20250723;37.414
20250724;37.382
20250725;36.082
20250726;34.279
20250727;34.145
20250728;34.919
20250729;34.604
20250730;36.432
20250731;37.175
20250801;38.142
20250802;36.441
20250803;36.227
20250804;36.811
20250805;35.881
20250806;35.867
20250807;36.091
20250808;35.679
20250809;34.402
20250810;34.178
20250811;35.243
20250812;35.876
20250813;35.721
20250814;35.709
20250815;34.165
20250816;34.322
20250817;33.925
20250818;34.448
20250819;34.706
20250820;34.749
20250821;35.241
20250822;36.021
20250823;36.219
20250824;36.164
20250825;37.429
20250826;37.141
20250827;37.346
20250828;37.974
20250829;37.022
20250830;34.817
20250831;34.318
20250901;35.172
20250902;34.75
20250903;35.216
20250904;35.797
20250905;36.116
20250906;34.906
20250907;34.73
20250908;35.958
