POD;DATA;ORA;FL_ORA_LEGALE;CONSUMO_ATTIVA_PRELEVATA;ATTIVA_IMMESSA;CONSUMO_REATTIVA_INDUTTIVA_PRELEVATA;REATTIVA_INDUTTIVA_IMMESSA;CONSUMO_REATTIVA_CAPACITIVA_PRELEVATA;REATTIVA_CAPACITIVA_IMMESSA;CONSUMO_PICCO_PRELEVATA;CONSUMO_PICCO_IMMESSA;TIPO_DATO
IT012E00801406;20240102;61500;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240102;63000;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240102;64500;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240102;70000;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;71500;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;73000;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;74500;1;0.311;;0.001;;;;1.66;0;E
IT012E00801406;20240102;80000;1;0.013;;0;;;;1.66;0;E
IT012E00801406;20240102;81500;1;0.052;;0;;;;1.66;0;E
IT012E00801406;20240102;83000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;84500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;90000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;91500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;93000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;94500;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;100000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;101500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;103000;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;104500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;110000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;111500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;113000;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;114500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;120000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;121500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;123000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;124500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;130000;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;131500;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;133000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;134500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;140000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;141500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;143000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;144500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;150000;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;151500;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;153000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;154500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;160000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;161500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;163000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;164500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;170000;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;171500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;173000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;174500;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;180000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;181500;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;183000;1;0.015;;0;;;;1.66;0;E
IT012E00801406;20240102;184500;1;0.014;;0;;;;1.66;0;E
IT012E00801406;20240102;190000;1;0.04;;0;;;;1.66;0;E
IT012E00801406;20240102;191500;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;193000;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;194500;1;0.041;;0.001;;;;1.66;0;E
IT012E00801406;20240102;200000;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;201500;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;203000;1;0.041;;0.001;;;;1.66;0;E
IT012E00801406;20240102;204500;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;210000;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;211500;1;0.04;;0;;;;1.66;0;E
IT012E00801406;20240102;213000;1;0.04;;0.001;;;;1.66;0;E
IT012E00801406;20240102;214500;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;220000;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;221500;1;0.041;;0;;;;1.66;0;E
IT012E00801406;20240102;223000;1;0.039;;0.001;;;;1.66;0;E
IT012E00801406;20240102;224500;1;0.039;;0;;;;1.66;0;E
IT012E00801406;20240102;230000;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240102;231500;1;0.025;;0.001;;;;1.66;0;E
IT012E00801406;20240102;233000;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240102;234500;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;0;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;1500;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;3000;1;0.024;;0;;;;1.66;0;E
IT012E00801406;20240103;4500;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240103;10000;1;0.025;;0.001;;;;1.66;0;E
IT012E00801406;20240103;11500;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240103;13000;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;14500;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;20000;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;21500;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;23000;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240103;24500;1;0.025;;0.001;;;;1.66;0;E
IT012E00801406;20240103;30000;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240103;31500;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;33000;1;0.025;;0;;;;1.66;0;E
IT012E00801406;20240103;34500;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240103;40000;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;41500;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240103;43000;1;0.025;;0.001;;;;1.66;0;E
IT012E00801406;20240103;44500;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;50000;1;0.023;;0.001;;;;1.66;0;E
IT012E00801406;20240103;51500;1;0.024;;0.001;;;;1.66;0;E
IT012E00801406;20240103;53000;1;0.024;;0.001;;;;1.66;0;E
